"TIME","GEO","INDIC_IS","UNIT","IND_TYPE","Value","Flag and Footnotes"
"2016","Canada","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Canada","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Canada","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Canada","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","Canada","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Canada","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","Canada","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","United States","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","United States","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","United States","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","United States","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","United States","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
"2016","United States","Last internet use: more than a year ago or never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","United States","Internet use: never","Percentage of individuals","All Individuals",":",""
"2016","United States","Internet use: never","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Last internet use: in last 3 months","Percentage of individuals","All Individuals",":",""
"2016","Japan","Last internet use: in last 3 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Last internet use: between 3 and 12 months ago","Percentage of individuals","All Individuals",":",""
"2016","Japan","Last internet use: between 3 and 12 months ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Last internet use: in the last 12 months","Percentage of individuals","All Individuals",":",""
"2016","Japan","Last internet use: in the last 12 months","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Last internet use: more than a year ago","Percentage of individuals","All Individuals",":",""
"2016","Japan","Last internet use: more than a year ago","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Individuals who have ever used the internet","Percentage of individuals","All Individuals",":",""
"2016","Japan","Individuals who have ever used the internet","Percentage of individuals who used internet within the last year","All Individuals",":",""
"2016","Japan","Last internet use: more than a year ago or never","Percentage of individuals","All Individuals",":",""
